movieId,title_cast,director,runtime,budget,plot_keywords
1654,Harvey Keitel|Jason Salkey|Peter O'Toole|Lara Morgan|Adam Franks|Guy Witcher|Joseph May|John Bradley|Anna Chancellor|Florence Hoath|Phoebe Nicholls|Leonard Kavanagh|Elizabeth Earl|Paul McGann|Anton Lesser,Albert Ash,99,NA,year 1917|1910s|meadow|butterflies
1655,Peter O'Toole|Rose McGowan|Joanna Going|Liev Schreiber|Ben Affleck|Nicky Katt|Clifton Powell|Rick Otto|Valerie Chow|Adam Nelson|John Hammil|John Scott Clough|Michael DeLorenzo|William Hahn|Robert Himber,Dean R. Koontz,96,NA,oil|quarantine|devil|hazmat suit
1656,Rachel Weisz|Vincent Perez|Ian McKellen|Kathy Bates|Joss Ackland|Tony Haygarth|Fiona Victory|Tom Bell|Zoë Wanamaker|William Scott-Masson|Eve Matheson|Dave Hill|Roger Ashton-Griffiths|Matthew Scurfield|Margery Withers,Joseph Conrad,115,NA,19th century|bullying|immigrant|period drama
1657,Bill Griffith|John McGarr|Eddie Money,John O'Hagan,NA,NA,long island new york|tract house|levittown
"1658,Holly Hunter|Delroy Lindo|Dan Hedaya|Cameron Diaz|Ian McNeice|Ewan McGregor|Frank Kanig|Mel Winkler|Anne Cullimore Decker|Stanley Tucci|K.K. Dodds|Tony Shalhoub|Ian Holm|Christopher Gorham|Maury Chaykin,John Hodge,103,""$12,000,000"",angel|hostage|kidnapping|robot"
"1659,Brendan Sexton III|Antoine McLean|Mtume Gant|Carlo Alban|David Roland Frank|Adrian Grenier|Lynn Cohen|L.M. Kit Carson|Edie Falco|Isidra Vega|Andy Ko|José Zúñiga|Terry Alexander|Heather Matarazzo|Shawn Elliott,Morgan J. Freeman,86,""$500,000"",theft|smuggling|prison|new mexico"
"1660,Jurnee Smollett|Meagan Good|Lynn Whitfield|Samuel L. Jackson|Debbi Morgan|Jake Smollett|Ethel Ayler|Diahann Carroll|Vondie Curtis-Hall|Roger Guenveur Smith|Lisa Nicole Carson|Branford Marsalis|Afonda Colbert|Lola Dalferes|Marcus Lyle Brown,Kasi Lemmons,109,""$6,000,000"",woman|doctor|louisiana|two word title"
"1661,Claudia Stedelin|Ian Nelson|Brent Hinkley|R. Lee Ermey|Walton Goggins|Ted Levine|Louis Schaefer|William Fichtner|Jared Leto|Robert L. Somers|Lexie Stuart|Danny Glover|Ted Markland|Gregory Scott Cummins|Tommy Puett,Jeb Stuart,118,""$37,000,000"",african american|framed for murder|villain|car accident"
1662,Jim Belushi|Tupac Shakur|Lela Rochon|Dennis Quaid|James Earl Jones|David Paymer|Wendy Crewson|Gary Cole|Terrence 'T.C.' Carson|Brad Greenquist|James Handy|Kool Moe Dee|Victor Love|Robert LaSardo|Perry Anzilotti,Jim Kouf,NA,NA,pig|bacon|creamy legs|thin legs
1663,NA,NA,NA,NA,NA
1664,Grégoire Colin|Alice Houri|Jacques Nolot|Valeria Bruni Tedeschi|Vincent Gallo|Malek Brahimi|Gérard Meylan|Sébastien Pons|Mounir Aïssa|Christophe Carmona|Djellali El'Ouzeri|Alex Descas|Jamila Farah|Agnès Regolo|Pépette,Claire Denis,103,NA,male rear nudity|male masturbation|pubic hair|school
"1665,Rowan Atkinson|Peter MacNicol|John Mills|Pamela Reed|Harris Yulin|Burt Reynolds|Larry Drake|Danny Goldring|Johnny Galecki|Chris Ellis|Andrew Lawrence|Peter Egan|Peter Capaldi|June Brown|Peter James,Rowan Atkinson,89,""$18,000,000"",california|los angeles california|1990s|surname as title"
1666,Alyssa Milano|Mark Boone Junior|Malcolm McDowell|Brendan Dawson|Sean Penn|Robert Downey Jr.|Cathy Moriarty|Patrick Dempsey|Sean Glenn|Bert Remsen|Kevin Dornan|Michael Mazzola|Richard Lewis|Chuck Barris|Jim Shield,Robert Downey Sr.,92,NA,lou gehrig's disease|victim|spanish music|dancing
"1667,John Travolta|Dustin Hoffman|Mia Kirshner|Alan Alda|Robert Prosky|Blythe Danner|William Atherton|Ted Levine|Tammy Lauren|William O'Leary|Raymond J. Barry|Lucinda Jenney|Akosua Busia|Ebbe Roe Smith|Bingwa,Tom Matthews,114,""$50,000,000"",hostage|museum|natural history museum|news reporter"
"1668,Wesley Snipes|Nastassja Kinski|Kyle MacLachlan|Ming-Na Wen|Robert Downey Jr.|Marcus T. Paulk|Natalie Trott|John Calley|Glenn Plummer|Amanda Donohoe|Zoë Nathenson|Thomas Haden Church|Vincent Ward|John Ratzenberger|Thomas Kopache,Mike Figgis,102,""$24,000,000"",female nudity|breast|interracial sex|black man white woman romance"
1669,Sally Potter|Morgane Maugran|Géraldine Maillet|Katerina Mechera|David Toole|George Antoni|Michele Parent|Claudine Mavros|Monique Couturier|Matthew Hawkins|Simon Worgan|Pablo Verón|Carolina Iotti|Zobeida|Orazio Massaro,Sally Potter,100,NA,tango|dance|model|filmmaker
"1670,Stephen Dillane|Woody Harrelson|Marisa Tomei|Emira Nusevic|Kerry Fox|Goran Visnjic|James Nesbitt|Emily Lloyd|Igor Dzambazov|Gordana Gadzic|Juliet Aubrey|Drazen Sivak|Vesna Orel|Davor Janjic|Vladimir Jokanovic,Michael Winterbottom,103,""$9,000,000"",journalist|sarajevo|orphanage|england"
1671,Tim Roth|Chris Penn|Michael Rooker|Renée Zellweger|Ellen Burstyn|Rosanna Arquette|Don Winston|Michael Parks|Mark Damon|J.C. Quinn|Jody Wilhelm|Ocie Pouncie|Bob Hungerford|Genevieve Butler|Chelsea Butler,Josh Pate,106,NA,murder|violence|textile company|secret
"1672,Matt Damon|Danny DeVito|Claire Danes|Jon Voight|Mary Kay Place|Dean Stockwell|Teresa Wright|Virginia Madsen|Mickey Rourke|Andrew Shue|Red West|Johnny Whitworth|Wayne Emmons|Adrian Roberts|Roy Scheider,John Grisham,135,""$40,000,000"",lawyer|insurance company|courtroom|courtroom drama"
"1673,Luis Guzmán|Burt Reynolds|Julianne Moore|Rico Bueno|John C. Reilly|Nicole Ari Parker|Don Cheadle|Heather Graham|Mark Wahlberg|William H. Macy|Samson Barkhordarian|Nina Hartley|Brad Braeden|Joanna Gleason|Lawrence Hudd,Paul Thomas Anderson,155,""$15,000,000"",porn industry|1970s|adult entertainment industry|adult filmmaking"
1674,NA,NA,NA,NA,NA
1675,Jason Patric|Irène Jacob|Thomas Lockyer|Ian Richardson|Simon Chandler|Pip Torrens|Michael Cochrane|Rod Steiger|Togo Igawa|Joseph Blatchley|Paul Brennen|Olivier Pierre|Peter Gale|David Marrick|Dudley Sutton,John Badham,108,NA,frame up|art|rembrandt|one word title
"1676,Casper Van Dien|Dina Meyer|Denise Richards|Jake Busey|Neil Patrick Harris|Clancy Brown|Seth Gilliam|Patrick Muldoon|Michael Ironside|Rue McClanahan|Marshall Bell|Eric Bruskotter|Matt Levin|Blake Lindsley|Anthony Ruivivar,Edward Neumeier,129,""$105,000,000"",space war|giant insect|future war|space travel"
"1677,James Spader|Kyra Sedgwick|Helen Mirren|Anne Bancroft|Albert Brooks|Jeffrey Wright|Margo Martindale|Wallace Shawn|Philip Bosco|Colm Feore|Edward Herrmann|James Lally|Harvey Atkin|Al Waxman|Hamish McEwan,Richard Dooling,107,""$12,000,000"",hospital|half sister|latex gloves|medicine"
"1678,Kieu Chinh|Tsai Chin|France Nuyen|Lisa Lu|Ming-Na Wen|Tamlyn Tomita|Lauren Tom|Rosalind Chao|Chao Li Chi|Melanie Chang|Victor Wong|Lisa Connolly|Mai Vu|Ying Wu|Meijuan Xi,Amy Tan,139,""$11,000,000"",chopsticks the eating utensil|mother murders own child|subtitled scene|sacrifice"
1679,Scott 'Carrot Top' Thompson|Courtney Thorne-Smith|Larry Miller|Raquel Welch|Mystro Clark|Jack Plotnick|Jack Warden|Estelle Harris|Bill Erwin|M. Emmet Walsh|Jack McGee|Glenn Shadix|Fred Stoller|Taylor Negron|Patrick J. Clifton,Alfredo Septién,NA,NA,bare chested male|public nudity|elderly woman|embarrassing nudity
"1680,Gwyneth Paltrow|John Hannah|John Lynch|Jeanne Tripplehorn|Zara Turner|Douglas McFerran|Paul Brightwell|Nina Young|Virginia McKenna|Kevin McNally|Terry English|Paul Stacey|Peter Howitt|Joanna Roth|Neil Stuke,Peter Howitt,99,""$6,000,000"",multiple outcomes|twist of fate|serendipity|parallel time"
"1681,Robin Shou|Talisa Soto|James Remar|Sandra Hess|Lynn 'Red' Williams|Brian Thompson|Reiner Schöne|Musetta Vander|Irina Pantaeva|Deron McBee|Marjean Holden|Litefoot|Chris Conrad|John Medlen|J.J. Perry,Ed Boon,95,""$30,000,000"",based on video game|so bad it's good|warrior|emperor"
"1682,Jim Carrey|Laura Linney|Noah Emmerich|Natascha McElhone|Holland Taylor|Brian Delate|Blair Slater|Peter Krause|Heidi Schanz|Ron Taylor|Don Taylor|Ted Raymond|Judy Clayton|Fritz Dominique|Angel Schmiedt,Andrew Niccol,103,""$60,000,000"",hidden camera|simulated reality|fictional reality show|controlled environment"
1683,Helena Bonham Carter|Linus Roache|Alex Jennings|Charlotte Rampling|Ben Miles|Philip Wright|Michael Gambon|Alexander John|Alison Elliott|Elizabeth McGovern|Shirley Chantrell|Diana Kent|Georgio Serafini|Rachele Crisafulli,Henry James,102,NA,based on novel|italy|horse drawn carriage|pubic hair
1684,Vanessa Redgrave|Natascha McElhone|Michael Kitchen|Alan Cox|Sarah Badel|Lena Headey|John Standing|Robert Portal|Oliver Ford Davies|Hal Cruttenden|Rupert Graves|Amelia Bullmore|Margaret Tyzack|Robert Hardy|Richenda Carey,Eileen Atkins,97,NA,england|love|friendship between girls|female friendship
1685,Jeanne Moreau|Claire Danes|Jude Law|James Van Der Beek|Kris Park|Lauren Fox|Emily Burkes-Nossiter|Carrie Szlasa|Natasha Wolff|Josiah A. Mayo|Brandon Danziger|Alex Ballar|Elzbieta Czyzewska|Frederick Neumann|Peter F. Hopkins,Billy Hopkins,88,NA,concentration camp|reading|jewish|nightmare
"1686,Richard Gere|Bai Ling|Bradley Whitford|Byron Mann|Peter Donat|Robert Stanton|Tsai Chin|James Hong|Tzi Ma|Ulrich Matschoss|Richard Venture|Jessey Meng|Roger Yuan|Chi Yu Li|Henry O,Robert King,122,""$48,000,000"",topless female nudity|female full rear nudity|assassination attempt|china"
"1687,Bruce Willis|Richard Gere|Sidney Poitier|Diane Venora|Mathilda May|J.K. Simmons|Richard Lineback|John Cunningham|Jack Black|Tess Harper|Leslie Phillips|Stephen Spinella|Sophie Okonedo|David Hayman|Steve Bassett,Kenneth Ross,124,""$60,000,000"",mariachi band|scantily clad female|bikini|man kills a woman"
"1688,Meg Ryan|John Cusack|Kelsey Grammer|Christopher Lloyd|Hank Azaria|Bernadette Peters|Kirsten Dunst|Angela Lansbury|Rick Jones|Andrea Martin|Glenn Walker Harris Jr.|Debra Mooney|Arthur Malet|Charity James|Liz Callaway,Gary Goldman,94,""$50,000,000"",romanov|russian revolution|russia|amnesia"
"1689,Bill Murray|Peter Gallagher|Joanne Whalley|Alfred Molina|Richard Wilson|John Standing|Simon Chandler|Geraldine James|Anna Chancellor|Nicholas Woodeson|Cliff Parisi|John Thomson|Janet Henfrey|Terry O'Neill|Isabel Hernández,Robert Farrar,94,""$20,000,000"",mistaken identity|animated title sequence|spy spoof|hitman"
"1690,Sigourney Weaver|Winona Ryder|Dominique Pinon|Ron Perlman|Gary Dourdan|Michael Wincott|Kim Flowers|Dan Hedaya|J.E. Freeman|Brad Dourif|Raymond Cruz|Leland Orser|Carolyn Campbell|Marlene Bush|David St. James,Dan O'Bannon,109,""$75,000,000"",pregnant alien|alien|ellen ripley character|female android"
"1692,Gail Thackray|Bernie Van De Yacht|Heather Ford|Yvette McClendon|Leslie Kaye|Steve Grant|Martin Jay|Christopher Leman|Raelyn Saalman|Fred Olen Ray|Jim Wynorski|Monique Parent|Victor Lazlow|Bob Bragg|Jeffrey Eith,Scott Harris,85,""$1,000,000"",alien|sex|female nudity"
"1693,Morgan Freeman|Nigel Hawthorne|Anthony Hopkins|Djimon Hounsou|Matthew McConaughey|David Paymer|Pete Postlethwaite|Stellan Skarsgård|Razaaq Adoti|Abu Bakaar Fofanah|Anna Paquin|Tomas Milian|Chiwetel Ejiofor|Derrick N. Ashong|Geno Silva,David Franzoni,155,""$36,000,000"",ship|slave ship|escape from slavery|male full frontal nudity"
"1694,Todd Allen|Paul Bagget|Lenore Banks|John Beasley|Mary Lynette Braxton|Brett Brock|Christopher Canady|Christian Canady|June Carter Cash|Elizabeth Chisolm|William Atlas Cole|Frank Collins Jr.|Carl D. Cook|Naomi Craig|Wayne Dehart,Robert Duvall,134,""$5,000,000"",southern gothic|preacher|louisiana|texas"
1695,Michel Serrault|Valentina Cervi|Predrag 'Miki' Manojlovic|Luca Zingaretti|Emmanuelle Devos|Frédéric Pierrot|Maurice Garrel|Brigitte Catillon|Yann Trégouët|Jacques Nolot|Silvia De Santis|Renato Carpentieri|Dominique Reymond|Liliane Rovère|Alain Ollivier,Agnès Merlet,98,NA,male frontal nudity|f rated|male pubic hair|pubic hair
1696,Mick Jagger|Clive Owen|Brian Webber|Nikolaj Coster-Waldau|Jude Law|Gresby Nash|Suzanne Bertish|David Meyer|Stefan Marling|Richard Laing|Crispian Belfrage|Ian McKellen|Johanna Kirby|David Phelan|Peter Stark,Martin Sherman,105,NA,year 1944|year 1934|360 degree well camera shot|reference to cologne
1697,Darling Narita|Peter Greene|Michael Newland|Erik Schrody|Michael Artura|James Sharpe|Luis Guizar|Art Cruz|David Alan Graf|Stanley B. Herman|Notorious D.|James Noble|Eric Kirkpatrick|Wandi Herman|David Conner,Ash Baron-Cohen,98,NA,bare chested male bondage|handcuffed man|bound and gagged|gun in mouth
"1698,Marc Messier|Rémy Girard|Patrick Huard|Serge Thériault|Michel Barrette|Paul Houde|Luc Guérin|Yvan Ponton|Roc LaFortune|Michel Charette|Patrick Labbé|Dominic Philie|Sylvain Giguère|Pierre Lebeau|Maxim Roy,Louis Saia,107,""CAD3,300,000"",male full frontal nudity|hockey movie|canada|alcohol"
1699,Eamonn Owens|Sean McGinley|Peter Gowen|Alan Boyle|Andrew Fullerton|Fiona Shaw|Aisling O'Sullivan|Stephen Rea|John Kavanagh|Rosaleen Linehan|Anita Reeves|Gina Moxley|Niall Buggy|Ian Hart|Anne O'Neill,Pat McCabe,110,NA,paranoia|vision|alcoholic|childhood
"1701,Judy Davis|Julia Louis-Dreyfus|Stephanie Roth Haberle|Dan Frazer|Joel Leffert|Lynn Cohen|Richard Benjamin|Joe Buck|Jane Hoffman|Woody Allen|Tobey Maguire|Annette Arnold|Frederick Rolf|Elisabeth Kieselstein-Cord|Lortensia Hayes,Woody Allen,96,""$20,000,000"",lucifer morningstar character|death character|whoremonger|man wears eyeglasses"
"1702,Robin Williams|Marcia Gay Harden|Christopher McDonald|Ted Levine|Clancy Brown|Raymond J. Barry|Wil Wheaton|Edie McClurg|Jodi Benson|Leslie Stefanson|Malcolm Brownson|Benjamin Brock|Dakin Matthews|Zack Zeigler|Sam Lloyd,Samuel W. Taylor,93,""$80,000,000"",bare back|professor|flubber|wedding"
"1703,Tim Allen|Kirstie Alley|Jay O. Sanders|Michael Lerner|Wayne Knight|Larry Miller|Miguel A. Núñez Jr.|Megan Cavanagh|John Pyper-Ferguson|Carrie Preston|Ethan Phillips|John Caponera|Katie Moore|Bobby Steggert|Michael Angarano,Jana Howington,115,""$35,000,000"",love|husband wife estrangement|husband wife relationship|fish out of water"
"1704,Matt Damon|Ben Affleck|Stellan Skarsgård|John Mighton|Rachel Majorowski|Colleen McCauley|Casey Affleck|Cole Hauser|Matt Mercier|Ralph St. George|Rob Lynds|Dan Washington|Alison Folland|Derrick Bridgeman|Vik Sahay,Matt Damon,126,""$10,000,000"",professor|genius|friend|mathematical genius"
1705,Vincent D'Onofrio|Hope Davis|Kimber Riddle|Diane Salinger|Richard Portnow|Valente Rodriguez|Michael Massee|John F. O'Donohue|Lucy Liu|Sandy Martin,Kirby Dick,94,NA,following|subjective camera|fictional reality show|documentary filmmaking
1706,Kevin Thigpen|Nicole Prescott|Seth Gilliam|Ron Brice|Chris McKinney|Frank Minucci|Tracie Jade,Goetz Grossmann,90,NA,urban setting|friendship
"1707,Alex D. Linz|Olek Krupa|Rya Kihlstedt|Lenny von Dohlen|David Thornton|Haviland Morris|Kevin Kilner|Marian Seldes|Seth Smith|Scarlett Johansson|Christopher Curry|Baxter Harris|James Saito|Kevin Gudahl|Richard Hamilton,John Hughes,102,""$32,000,000"",airport|chicken pox|actor shares first name with character|silicon valley california"
1708,Djimon Hounsou|Akosua Busia|De'aundre Bonds|Eartha Kitt|Reg E. Cathey|Tom Fitzpatrick|Mario Gardner|Clabe Hartley|Jamillah Nicole|Tom Taglang|Tony Torn|Peter Navy Tuiasosopo|Claudia Robinson|Tamael|Glen Beaudin,Joel B. Marsden,101,NA,slave|revolt|slave trade|ship
1709,Lela Rochon|Jeffrey Dean Morgan|Phil Morris|Cheryl Francis Harrington|Jim O'Donoghue|Brian Wesley Thomas|Jennifer Brandt|John Stockwell|Michael Lazar|Jeffrey Marcus|Ed Beechner|Liz Giosa|Scott Atkinson|Susan Massie Wood|Milan Nicksic,Monika Harris,93,NA,murder|f rated|hostage|african american
1710,William R. Moses|Lysette Anthony|Patrick Cassidy|Wanda Acuna|Gordon Thomson|Gwen McGee|Alina Thompson|Devon Michael|Sarah Hunley|Tanya Newbould|Christopher Kriesa,Frank Rehwaldt,94,NA,cheating wife|marriage crisis|sexual dissatisfaction|sexually dissatisfied woman
"1711,John Cusack|Kevin Spacey|Jack Thompson|Irma P. Hall|Jude Law|Alison Eastwood|Paul Hipp|Lady Chablis|Dorothy Loudon|Anne Haney|Kim Hunter|Geoffrey Lewis|Richard Herd|Leon Rippy|Bob Gunton,John Berendt,155,""$35,000,000"",homosexual|murder|trial|murder trial"
"1713,Nathan Lane|Lee Evans|Vicki Lewis|Maury Chaykin|Eric Christmas|Michael Jeter|Debra Christofferson|Camilla Søeberg|Ian Abercrombie|Annabelle Gurwitch|Eric Poppick|Ernie Sabella|William Hickey|Christopher Walken|Cliff Emmich,Adam Rifkin,98,""$38,000,000"",mouse|factory|restaurant|string factory"
1714,Alexis Arquette|Georgia Ragsdale|Margot Kidder|Don McKellar|Keith David|Alvin Epstein|Omewenne|Diane Beckett|Craig Hickman|David Levine|John O'Callaghan|Jody O'Neil|Edward Stanley|Ursula Ryan|Richard Snee,Stephen Kijak,101,NA,gay|love triangle|homosexuality|homosexual
1715,Carol Kane|Molly Ringwald|Jeanne Tripplehorn|Barbara Sukowa|Michael Imperioli|David Thornton|Mike Hodge|Alice Drummond|Florina Rodov|Jason Brill|Eddie Malavarca|Doug Barron|Linda Powell|Albert Macklin|Michelle Hurst,Elise MacAdam,82,NA,getting away with murder|title directed by female|slasher|workplace romance
1716,Lothaire Bluteau|Anna Thomson|David Speck|April Turner|Frank Hoyt Taylor|Leonard Watkins|Aubrey Dollar|Liz Byler|Moses Gibson|Terri Dollar|Jayne Morgan|Brian Moeller|Lonnie Hamilton|Yamilet Hidalgo|Wayne Caparas,Truman Capote,94,NA,coming of age|cousin cousin relationship|unrequited love|southern belle
"1717,Jada Pinkett Smith|Omar Epps|Paulette Patterson|Rasila Schroeder|Heather Graham|Roger Jackson|Peter Deming|Molly Gross|Rebecca McFarland|Neve Campbell|Elise Neal|Liev Schreiber|Kevin Williamson|Sandy Heddings|Dave Allen Clark,Kevin Williamson,120,""$24,000,000"",villain|satire|self referential|evil woman"
1718,Michele Greene|Bruce Dinsmore|Steve Railsback|Kathleen Kinmont|Vlasta Vrana|Wendii Fulford|Una Kay|Larry Day|Tania Kontoyanni|Tyrone Benskin|Chelsea McIsaac|Maral Hassib,William Hoy,94,NA,double barreled shotgun|basement|bed and breakfast|house by a lake
"1719,Ian Holm|Caerthan Banks|Sarah Polley|Tom McCamus|Gabrielle Rose|Alberta Watson|Maury Chaykin|Stephanie Morgenstern|Kirsten Kieferle|Arsinée Khanjian|Earl Pastko|Simon Baker|David Hemblen|Bruce Greenwood|Sarah Rosen Fruitman,Russell Banks,112,""CAD5,000,000"",slut shaming|lawyer|community|school bus"
1720,Rocky Patterson|TJ Myers|Tyler Mason|Dorenda Moore|Jeffrey Combs|Kristoffer Kjornes|James Michael Taylor|Mark Nutter|Christopher Heldman|Veronica Culver|Barri Murphy|Gordon Fox|Taylor Anderson|John Hurley|Carroll Land,Bret McCormick,101,NA,psychotronic film|dinosaur|time travel
"1721,Leonardo DiCaprio|Kate Winslet|Billy Zane|Kathy Bates|Frances Fisher|Gloria Stuart|Bill Paxton|Bernard Hill|David Warner|Victor Garber|Jonathan Hyde|Suzy Amis|Lewis Abernathy|Nicholas Cascone|Anatoly M. Sagalevitch,James Cameron,194,""$200,000,000"",iceberg|sailor's death|wet|wetness"
"1722,Pierce Brosnan|Jonathan Pryce|Michelle Yeoh|Teri Hatcher|Ricky Jay|Götz Otto|Joe Don Baker|Vincent Schiavelli|Judi Dench|Desmond Llewelyn|Samantha Bond|Colin Salmon|Geoffrey Palmer|Julian Fellowes|Terence Rigby,Bruce Feirstein,119,""$110,000,000"",megalomaniac|official james bond series|007|media tycoon"
1723,Ray Aranha|Keivyn McNeill Grayes|Elise Ballard|Sharlene Brown|Erik Jensen|Anthony Crivello|David Norona|Billy Porter|Kelly Coyle|Simon Brook|William Hickey|Jean Loup Wolfman|Rose Baum Senerchia|Brenda Pressley|Eugene Byrd,Seth Michael Donsky,100,NA,drag queen|undercover cop|male dancer|male brothel
1724,Élodie Bouchez|Stéphane Rideau|Pascal Cervo|Meziane Bardadi|Romain Auger|Salim Kechiouche|Mohammed Dib|Frédéric Fargier|Patrice Thomas|Youcef Ninach|Missoum Laimene|Laurent Diomande|Ryad Benkouider|Paul Morel|Bernard Villeneuve,Gaël Morel,85,NA,gay cruising|gay club|gay kiss|gay slur
1725,James Cromwell|Tantoo Cardinal|Joseph Ashton|Mika Boorem|Christopher Heyerdahl|Christopher Fennell|Graham Greene|Leni Parker|Rebecca Dewey|Bill Rowat|Robert Daviau|Norris Domingue|Mark Jeffrey Miller|Gordon Masten|Howard Rosenstein,Forrest Carter,NA,NA,imposter|white supremacy|store|great depression
"1726,Kevin Costner|Will Patton|Larenz Tate|Olivia Williams|James Russo|Daniel von Bargen|Tom Petty|Scott Bairstow|Giovanni Ribisi|Roberta Maxwell|Joe Santos|Ron McLarty|Peggy Lipton|Brian Anthony Wilson|Todd Allen,David Brin,177,""$80,000,000"",year 2043|year 2013|woman|worst picture razzie winner"
"1727,Robert Redford|Kristin Scott Thomas|Sam Neill|Dianne Wiest|Scarlett Johansson|Chris Cooper|Cherry Jones|Ty Hillman|Kate Bosworth|Austin Schwarz|Dustin Schwarz|Jeanette Nolan|Steve Frye|Don Edwards|Jessalyn Gilsig,Nick Evans,169,""$60,000,000"",horse|horse trainer|rider horse relationship|mother daughter relationship"
1728,Phyllida Law|Emma Thompson|Sheila Reid|Sandra Voe|Arlene Cockburn|Gary Hollywood|Sean Biggerstaff|Douglas Murphy|Tom Watson|Jan Shand|Sandy Neilson|Billy McElhaney|Helen Devon|Harry Welsh|Christian Zanone,Sharman Macdonald,108,NA,tights|f rated|australia|widow
"1729,Pam Grier|Samuel L. Jackson|Robert Forster|Bridget Fonda|Michael Keaton|Robert De Niro|Michael Bowen|Chris Tucker|LisaGay Hamilton|Tommy 'Tiny' Lister|Hattie Winston|Sid Haig|Aimee Graham|Ellis Williams|Tangie Ambrose,Quentin Tarantino,154,""$12,000,000"",money|gun|flight attendant|gun dealer"
"1730,Tenzin Thuthob Tsarong|Gyurme Tethong|Tulku Jamyang Kunga Tenzin|Tenzin Yeshi Paichang|Tencho Gyalpo|Tenzin Topjar|Tsewang Migyur Khangsar|Tenzin Lodoe|Geshi Yeshi Gyatso|Losang Gyatso|Sonam Phuntsok|Gyatso Lukhang|Lobsang Samten|Jigme Tsarong|Tenzin Trinley,Melissa Mathison,134,""$28,000,000"",tibet|dalai lama|tibetan|slaughter"
"1731,Leslie Nielsen|Kelly Lynch|Matt Keeslar|Nick Chinlund|Stephen Tobolowsky|Ernie Hudson|Jennifer Garner|Malcolm McDowell|Miguel Ferrer|L. Harvey Gold|Art Irizawa|John Tierney|Terence Kelly|Rick Burgess|Jerry Wasserman,Pat Proft,87,""$30,000,000"",based on cartoon|slapstick comedy|bloopers during credits|fishing"
"1732,Jeff Bridges|John Goodman|Julianne Moore|Steve Buscemi|David Huddleston|Philip Seymour Hoffman|Tara Reid|Philip Moon|Mark Pellegrino|Peter Stormare|Flea|Torsten Voges|Jimmie Dale Gilmore|Jack Kehler|John Turturro,Ethan Coen,117,""$15,000,000"",rug|nihilism|pornographer|bowling alley"
1733,Nick Nolte|Julie Christie|Lara Flynn Boyle|Jonny Lee Miller|Jay Underwood|Domini Blythe|Yves Corbeil|Alan Fawcett|Michèle-Barbara Pelletier|France Castel|Genevieve Bissonnette|Claudia Besso|Ivan Smith|Ellen David|Don Jordan,Alan Rudolph,119,NA,sex in a bathtub|ex soldier|watching television|wisecrack humor
1734,Michèle Laroque|Jean-Philippe Écoffey|Hélène Vincent|Georges Du Fresne|Daniel Hanssens|Laurence Bibot|Jean-François Gallotte|Caroline Baehr|Julien Rivière|Marie Bunel|Gregory Diallo|Erik Cazals De Fabel|Cristina Barget|Delphine Cadet|Morgane Bruna,Alain Berliner,88,NA,boy dressed as a girl|gender|cake|watching tv
"1735,Ethan Hawke|Gwyneth Paltrow|Hank Azaria|Chris Cooper|Anne Bancroft|Robert De Niro|Josh Mostel|Kim Dickens|Nell Campbell|Gabriel Mann|Jeremy James Kissner|Raquel Beaudene|Stephen Spinella|Marla Sucharetza|Isabelle Anderson,Charles Dickens,111,""$25,000,000"",estella character|love|gulf coast|florida"
1738,Shaz Bennett|Peter Dryden|Merle Nicks|Katherine Krasney|Stefan Lysenko|Steven Dallimore|Jiro Yamaguchi|Chris Innis|Don Fenstermaker|M. David Mullen|Dana McCusker|Cynthia Ona Innis|Todd Messegee|Comfort Cardoza|Kris Kristensen,Chris Innis,80,NA,neo screwball comedy|desert|f rated|tar pit
1739,Hulk Hogan|Loni Anderson|Jim Varney|Mathew Botuchis|Michael O'Laskey II|James Paul Roeske II|Victor Wong|Alan McRae|Margarita Franco|Chelsey Earlywine|Lindsay Felton|Syntrell Ryder|Joseph Ackler|Brian Anglin|Kirk Baily,Sean McNamara,93,NA,hostile takeover|machine gun|die hard scenario|disguised as a nun
"1740,Michael Paré|Kaela Dobkin|Raymond Serra|Austin Pendleton|Ron Holgate|Mark Hutchinson|Tony Cucci|Tie Domi|John Jordan|Richard Bachynsky Hoover|Nicole D'Or|Todd Baker,George Mendeluk,NA,""CAD2,300,000"",pointing a gun at someone|profanity|envelope of money|threat"
1742,Bokeem Woodbine|Damon Saleem|Cynda Williams|Jeffrey Combs|Shedric Hunter Jr.|Tony Todd|Joseph Granda|Clifton Powell|Jeris Poindexter|Snoop Dogg|Doug Kruse|Darin Scott|Marques Johnson|Jerry Boyd|Michael Clarke Duncan,Darin Scott,97,NA,diamond|jamaican|betrayal|murder
1743,Daniel Bell|Nathan Glazer|Irving Howe|Irving Kristol|Alan Rosenberg,Joseph Dorman,106,NA,intellectual|neoconservative|radicalism|politics
"1744,Howie Long|Scott Glenn|William Forsythe|Suzy Amis|Christianne Hirt|Garwin Sanford|Sebastian Spence|Michael Greyeyes|Barry Pepper|Vladimir Kulich|Tom McBeath|Benjamin Ratner|Jonathon Young|Chilton Crane|Robyn Driscoll,Dean Semler,89,""$19,000,000"",parachute|firestorm|wyoming|disguise"
